Temps	V1	Temps	V2	Fréquence	S_Amplitude
0.002195	-0.722530458588153	0.002195	-2.01363676972687		
0.0022	-0.583781404420733	0.0022	-2.01363676972687		
0.002205	-0.395082690753043	0.002205	-2.01363676972687		
0.00221	-0.161984279751778	0.00221	-2.00810840260237		
0.002215	0.0877640177495778	0.002215	-2.01363676972687		
0.00222	0.32641239091754	0.00222	-2.00810840260237		
0.002225	0.531760991085321	0.002225	-2.00258003547788		
0.00223	0.687159931752831	0.00223	-2.00258003547788		
0.002235	0.775959326419979	0.002235	-1.99705166835338		
0.00224	0.787059250753373	0.00224	-1.99705166835338		
0.002245	0.714909742586315	0.002245	-1.99152330122888		
0.00225	0.581710650585592	0.00225	-1.98599493410438		
0.002255	0.387461974751204	0.002255	-1.98599493410438		
0.00226	0.159913525916636	0.00226	-1.97493819985539		
