Fréquence	S_Amplitude	Temps	V1
9878.00679763118	0	0.000485	-0.729333430528641
9979.84191925624	0	0.00049	-0.751454874873161
10081.6770408813	0	0.000495	-0.751454874873161
10183.5121625064	0	0.0005	-0.734863791614771
10285.3472841314	0	0.000505	-0.69062090292573
10387.1824057565	0	0.00051	-0.646378014236689
10489.0175273816	0	0.000515	-0.568952959030867
10590.8526490066	0	0.00052	-0.480467181652784
10692.6877706317	0	0.000525	-0.386451043188572
10794.5228922567	0	0.00053	-0.281374182552099
10896.3580138818	0	0.000535	-0.165236599743366
10998.1931355069	0	0.00054	-0.0546293780207634
11100.0282571319	0	0.000545	0.0615082047879696
		0.00055	0.177645787596703
		0.000555	0.288253009319305
		0.00056	0.387799508869648
		0.000565	0.47628528624773
		0.00057	0.559240702539682
		0.000575	0.625605035573244
		0.00058	0.669847924262285
		0.000585	0.714090812951326
		0.00059	0.730681896209717
		0.000595	0.725151535123587
		0.0006	0.703030090779066
		0.000605	0.658787202090025
		0.00061	0.609013952314854
		0.000615	0.537119258195162
		0.00062	0.45416384190321
		0.000625	0.365678064525127
		0.00063	0.266131564974785
		0.000635	0.166585065424442
		0.00064	0.0559778437018394
		0.000645	-0.0546293780207634
		0.00065	-0.154175877571106
		0.000655	-0.253722377121449
		0.00066	-0.342208154499531
		0.000665	-0.430693931877613
		0.00067	-0.497058264911175
		0.000675	-0.552361875772476
		0.00068	-0.591074403375387
		0.000685	-0.624256569892168
		0.00069	-0.635317292064428
		0.000695	-0.629786930978298
		0.0007	-0.602135125547647
		0.000705	-0.563422597944736
		0.00071	-0.519179709255695
		0.000715	-0.452815376222134
		0.00072	-0.380920682102442
		0.000725	-0.30349562689662
		0.00073	-0.215009849518538
		0.000735	-0.132054433226585
		0.00074	-0.0435686558485031
		0.000745	0.0449171215295792
		0.00075	0.127872537821531
		0.000755	0.199767231941223
		0.00076	0.271661926060915
		0.000765	0.332495898008347
		0.00077	0.382269147783518
		0.000775	0.420981675386429
		0.00078	0.443103119730949
		0.000785	0.46522456407547
		0.00079	0.4707549251616
		0.000795	0.46522456407547
		0.0008	0.443103119730949
		0.000805	0.409920953214169
		0.00081	0.371208425611258
		0.000815	0.321435175836086
		0.00082	0.266131564974785
		0.000825	0.205297593027353
		0.00083	0.149993982166052
		0.000835	0.0836296491324902
		0.00084	0.0283260382711887
		0.000845	-0.0325079336762428
		0.00085	-0.0822811834514141
		0.000855	-0.126524072140455
		0.00086	-0.176297321915627
		0.000865	-0.203949127346277
		0.00087	-0.237131293863058
		0.000875	-0.253722377121449
		0.00088	-0.264783099293709
		0.000885	-0.264783099293709
		0.00089	-0.264783099293709
