Temps	V1	Fréquence	S_Amplitude{2}
3.56E-5	0.454105865559541		
3.6E-5	0.458870769361965		
3.64E-5	0.467209351016209		
3.68E-5	0.474356706719846		
3.72E-5	0.482099675398786		
3.76E-5	0.489842644077726		
3.8E-5	0.495798773830757		
3.84E-5	0.503541742509697		
3.88E-5	0.507115420361515		
3.92E-5	0.516645227966364		
3.96E-5	0.524388196645305		
4E-5	0.534513617225457		
4.04E-5	0.538087295077275		
4.08E-5	0.544639037805609		
4.12E-5	0.549999554583337		
4.16E-5	0.55833813623758		
4.2E-5	0.563103040040005		
4.24E-5	0.570250395743642		
4.28E-5	0.576206525496673		
4.32E-5	0.583949494175613		
4.36E-5	0.586927559052128		
4.4E-5	0.594670527731068		
4.44E-5	0.59883981855819		
4.48E-5	0.608369626163039		
4.52E-5	0.610752078064252		
4.56E-5	0.614921368891373		
4.6E-5	0.619686272693798		
4.64E-5	0.624451176496223		
4.68E-5	0.634576597076375		
4.72E-5	0.636959048977587		
4.76E-5	0.638745887903497		
4.8E-5	0.646488856582437		
4.84E-5	0.651253760384861		
4.88E-5	0.65482743823668		
4.92E-5	0.660783567989711		
4.96E-5	0.661379180965014		
5E-5	0.667335310718045		
5.04E-5	0.67031337559456		
5.08E-5	0.675078279396985		
5.12E-5	0.6780563442735		
5.16E-5	0.684608087001834		
5.2E-5	0.684608087001834		
5.24E-5	0.689968603779562		
5.28E-5	0.694733507581986		
5.32E-5	0.700094024359714		
5.36E-5	0.702476476260927		
5.4E-5	0.70307208923623		
5.44E-5	0.707241380063351		
5.48E-5	0.710219444939867		
5.52E-5	0.71081505791517		
5.56E-5	0.71855802659411		
5.6E-5	0.722727317421231		
5.64E-5	0.721536091470625		
5.68E-5	0.726896608248353		
5.72E-5	0.732257125026081		
5.76E-5	0.731065899075475		
5.8E-5	0.733448350976687		
5.84E-5	0.738213254779112		
5.88E-5	0.738808867754415		
5.92E-5	0.739404480729718		
5.96E-5	0.743573771556839		
6E-5	0.742978158581536		
6.04E-5	0.745360610482749		
6.08E-5	0.747743062383961		
6.12E-5	0.748934288334567		
6.16E-5	0.750125514285173		
6.2E-5	0.751912353211082		
6.24E-5	0.752507966186386		
6.28E-5	0.754294805112295		
6.32E-5	0.753103579161689		
6.36E-5	0.755486031062901		
6.4E-5	0.756081644038204		
6.44E-5	0.755486031062901		
6.48E-5	0.753103579161689		
6.52E-5	0.754294805112295		
6.56E-5	0.755486031062901		
6.6E-5	0.755486031062901		
6.64E-5	0.753699192136992		
6.68E-5	0.751912353211082		
6.72E-5	0.752507966186386		
6.76E-5	0.74952990130987		
6.8E-5	0.751316740235779		
6.84E-5	0.74952990130987		
6.88E-5	0.746551836433355		
6.92E-5	0.745360610482749		
6.96E-5	0.744169384532142		
7E-5	0.739404480729718		
7.04E-5	0.739404480729718		
7.08E-5	0.734639576927293		
7.12E-5	0.734639576927293		
7.16E-5	0.732257125026081		
7.2E-5	0.728087834198959		
7.24E-5	0.722727317421231		
7.28E-5	0.721536091470625		
7.32E-5	0.717962413618807		
7.36E-5	0.714984348742291		
7.4E-5	0.712006283865776		
7.44E-5	0.710219444939867		
7.48E-5	0.706645767088048		
7.52E-5	0.705454541137442		
7.56E-5	0.699498411384411		
7.6E-5	0.697711572458502		
7.64E-5	0.69354228163138		
7.68E-5	0.686990538903046		
7.72E-5	0.685203699977137		
7.76E-5	0.681630022125319		
7.8E-5	0.678651957248803		
7.84E-5	0.673887053446378		
7.88E-5	0.67031337559456		
7.92E-5	0.665548471792135		
7.96E-5	0.66257040691562		
8E-5	0.657209890137892		
8.04E-5	0.652444986335468		
8.08E-5	0.646488856582437		
8.12E-5	0.641723952780012		
8.16E-5	0.638150274928194		
8.2E-5	0.63159853219986		
8.24E-5	0.628024854348041		
8.28E-5	0.62206872459501		
8.32E-5	0.614921368891373		
8.36E-5	0.610156465088949		
8.4E-5	0.604200335335918		
8.44E-5	0.599435431533493		
8.48E-5	0.595861753681675		
8.52E-5	0.587523172027431		
8.56E-5	0.577397751447279		
8.6E-5	0.57382407359546		
8.64E-5	0.569059169793036		
8.68E-5	0.561911814089399		
8.72E-5	0.555360071361065		
8.76E-5	0.545830263756216		
8.8E-5	0.540469746978488		
8.84E-5	0.533918004250154		
8.88E-5	0.526770648546517		
8.92E-5	0.523196970694698		
8.96E-5	0.516049614991061		
9E-5	0.508306646312121		
9.04E-5	0.499968064657878		
9.08E-5	0.491629483003635		
9.12E-5	0.486268966225907		
9.16E-5	0.479717223497573		
9.2E-5	0.471974254818633		
9.24E-5	0.466018125065602		
9.28E-5	0.456488317460753		
9.32E-5	0.449340961757116		
9.36E-5	0.442789219028782		
9.4E-5	0.431472572498023		
9.44E-5	0.427303281670902		
9.48E-5	0.418369087041356		
9.52E-5	0.410626118362416		
9.56E-5	0.402883149683476		
9.6E-5	0.393353342078626		
9.64E-5	0.385610373399686		
