Temps	V1	Fréquence	S_Amplitude
0.0441	-2.39397211745381		
0.0442	-2.44374536722898		
0.0443	-2.46586681157351		
0.0444	-2.46033645048738		
0.0445	-2.43821500614285		
0.0446	-2.38291139528155		
0.0447	-2.31654706224799		
0.0448	-2.23912200704217		
0.0449	-2.13957550749183		
0.045	-2.02896828576922		
0.0451	-1.88517889752984		
0.0452	-1.7303287871182		
0.0453	-1.56441795453429		
0.0454	-1.38744639977813		
0.0455	-1.1994141228497		
0.0456	-1.00585148483515		
0.0457	-0.790167402476072		
0.0458	-0.568952959030867		
0.0459	-0.347738515585661		
0.046	-0.120993711054325		
0.0461	0.111281454563141		
0.0462	0.338026259094477		
0.0463	0.564771063625813		
0.0464	0.791515868157148		
0.0465	1.00719995051622		
0.0466	1.21182331070304		
0.0467	1.41091630980372		
0.0468	1.59341822564602		
0.0469	1.77038978040218		
0.047	1.92523989081383		
0.0471	2.06349891796708		
0.0472	2.18516686186194		
0.0473	2.28471336141229		
0.0474	2.36766877770424		
0.0475	2.4340331107378		
0.0476	2.47274563834071		
0.0477	2.48380636051297		
0.0478	2.46721527725458		
0.0479	2.41744202747941		
0.048	2.35107769444585		
0.0481	2.25706155598164		
0.0482	2.15198469534516		
0.0483	2.01925602927804		
0.0484	1.85887555778027		
0.0485	1.6819040030241		
0.0486	1.48834136500955		
0.0487	1.28371800482273		
0.0488	1.06250356137753		
0.0489	0.824698034673929		
0.049	0.581362146884203		
0.0491	0.326965536922216		
0.0492	0.0670385658740997		
0.0493	-0.187358044087887		
0.0494	-0.441754654049873		
0.0495	-0.69615126401186		
0.0496	-0.939487151801586		
0.0497	-1.17176231741905		
0.0498	-1.39850712195039		
0.0499	-1.59760012105107		
0.05	-1.7856323979795		
0.0501	-1.95707359164953		
0.0502	-2.10639334097505		
0.0503	-2.22806128486991		
0.0504	-2.32760778442025		
0.0505	-2.40503283962607		
0.0506	-2.45480608940125		
0.0507	-2.46586681157351		
0.0508	-2.43821500614285		
0.0509	-2.37738103419542		
0.051	-2.28889525681734		
0.0511	-2.18381839618087		
0.0512	-2.05108973011374		
0.0513	-1.88517889752984		
0.0514	-1.69714662060142		
0.0515	-1.48699289932847		
0.0516	-1.26577845588326		
0.0517	-1.02797292917967		
0.0518	-0.768045958131552		
0.0519	-0.502588625997305		
0.052	-0.231600932776928		
0.0521	0.0504474826157093		
0.0522	0.326965536922216		
0.0523	0.603483591228724		
0.0524	0.8744712844491		
0.0525	1.12886789441109		
0.0526	1.37220378220081		
0.0527	1.59894858673215		
0.0528	1.79804158583283		
0.0529	1.98054350167513		
0.053	2.1409239731729		
0.0531	2.26259191706777		
0.0532	2.36213841661811		
0.0533	2.44509383291006		
0.0534	2.47827599942684		
0.0535	2.47827599942684		
0.0536	2.4340331107378		
0.0537	2.34554733335972		
0.0538	2.24047047272325		
0.0539	2.10221144556999		
0.054	1.93077025189996		
0.0541	1.72061653062701		
0.0542	1.49940208718181		
0.0543	1.25053583830595		
0.0544	0.985078506171703		
0.0545	0.703030090779066		
0.0546	0.404390592128038		
0.0547	0.105751093477011		
0.0548	-0.198418766260147		
0.0549	-0.497058264911175		
0.055	-0.790167402476072		
0.0551	-1.07774617895484		
0.0552	-1.34320351108909		
0.0553	-1.58100903779268		
0.0554	-1.80775384232402		
0.0555	-2.0068468414247		
0.0556	-2.16722731292248		
0.0557	-2.28889525681734		
0.0558	-2.38844175636768		
0.0559	-2.45480608940125		
0.056	-2.46033645048738		
0.0561	-2.42162392288446		
0.0562	-2.33866850659251		
0.0563	-2.22253092378378		
0.0564	-2.07321117445827		
0.0565	-1.89070925861597		
0.0566	-1.66949481517076		
0.0567	-1.42615892738104		
0.0568	-1.16070159524679		
0.0569	-0.867592457681894		
0.057	-0.563422597944736		
0.0571	-0.248192016035318		
0.0572	0.0725689269602299		
0.0573	0.393329869955778		
0.0574	0.714090812951326		
0.0575	1.01826067268848		
0.0576	1.30030908808112		
0.0577	1.56023605912924		
0.0578	1.79804158583283		
0.0579	2.01372566819191		
0.058	2.18516686186194		
0.0581	2.31236516684294		
0.0582	2.41744202747941		
